1645158442553436,STAT,0,0,0
1645158442553452,SET,k4,v4
1645158442553945,SET,k5,v5
1645158442553951,GET,k1,NOT_FOUND
1645158442554408,SET,k6,v6
1645158442554411,SET,k2,v2
1645158442554808,SET,k7,v7
1645158442554813,GET,k2,v2
1645158442555233,SET,k3,v3
1645158442555256,STAT,2,1,1
1645158442555571,STAT,2,1,1


    Avergage Latency: 139 microseconds
