1645156996516372,STAT,0,0,0
1645156996516374,SET,k4,v4
1645156996516733,SET,k5,v5
1645156996516784,GET,k1,NOT_FOUND
1645156996517126,SET,k6,v6
1645156996517133,SET,k2,v2
1645156996517490,GET,k2,v2
1645156996517504,SET,k7,v7
1645156996517822,STAT,2,0,2
1645156996517832,SET,k3,v3
1645156996518137,STAT,2,0,2


    Avergage Latency: 128 microseconds
