1645161318135552,STAT,0,0,0
1645161318135564,SET,k4,v4
1645161318135921,GET,k1,NOT_FOUND
1645161318135949,SET,k5,v5
1645161318136506,SET,k6,v6
1645161318136517,SET,k2,v2
1645161318136857,SET,k7,v7
1645161318136878,GET,k2,v2
1645161318137229,STAT,2,1,1
1645161318137242,SET,k3,v3
1645161318137503,STAT,2,1,1


    Avergage Latency: 129 microseconds
