1645157224843970,STAT,0,0,0
1645157224844001,SET,k4,v4
1645157224844367,SET,k5,v5
1645157224844372,GET,k1,NOT_FOUND
1645157224844694,SET,k6,v6
1645157224844742,SET,k2,v2
1645157224845047,SET,k7,v7
1645157224845058,GET,k2,v2
1645157224845441,STAT,2,0,2
1645157224845524,SET,k3,v3
1645157224845767,STAT,2,0,2


    Avergage Latency: 147 microseconds
